dataA,dataB
19991,23107
67350,22892
12908,20361
49029,18032
75775,21371
37128,23599
79861,19749
8297,19045
78605,23422
39469,23164
60732,15225
59711,24373
48608,24152
10152,22152
12832,15955
66267,18381
15157,16164
10042,22875
1341,24345
54968,16353
7310,18216
70649,21233
11868,23386
37824,15184
37725,15552
33545,23471
7978,19909
14673,15177
65125,22591
42561,18071
47604,16996
75476,17099
50024,16008
45610,18753
12372,16525
72472,18773
21194,17387
62961,17660
77630,22847
75609,15836
37559,15852
3647,19450
70193,21576
37728,25016
30061,16612
78090,22540
51565,18407
77839,17786
73296,20425
15891,17757
43479,19143
78940,19989
16738,20342
18549,23877
41589,16523
48945,17238
2749,18692
43769,17772
59090,23754
26006,16272
63533,20826
3082,22081
34902,24699
68962,21812
49552,15809
13361,16198
44890,21906
68988,24520
6913,18827
33614,16073
74654,15323
65023,19643
18941,20492
35056,18218
74538,15975
49147,18415
70718,15713
63434,15684
61521,21149
52322,21081
37572,18383
67305,21585
59976,22364
7659,20013
67012,20398
55807,23816
44914,18535
34048,20373
44180,16518
27504,17214
64316,21567
17022,22265
79158,24221
23355,17541
22201,15355
56937,21304
8238,18660
46380,18525
48511,20731
34300,22391
76282,19503
36888,17306
7321,16935
72344,21246
32884,20420
31583,17802
56456,24546
3238,17372
57793,18370
76211,20578
11139,19685
7141,17987
17823,23397
11005,16933
60096,19234
23180,25031
21497,21977
73464,22639
51093,20271
29157,19718
64996,24724
225,23060
52505,23204
56588,20162
66357,15466
42515,23415
73354,16322
64854,18980
18783,23148
65807,18257
10908,22585
24938,17506
10579,20420
50971,24363
27188,23589
31608,22027
9907,23351
55575,22965
12090,20577
62057,22899
78823,24723
68515,25087
72452,22063
6527,19293
77228,16834
49893,16109
24204,19133
11924,19976
65184,23562
52776,20571
65705,24499
53143,19442
22686,18436
66093,22507
28248,20759
45976,25057
78728,17072
8977,21876
34340,25180
76951,25005
24092,21274
16794,22544
38210,17289
19473,22816
79153,21680
75166,22002
25364,15966
68112,16150
13900,16084
76641,21308
28442,23813
4913,15572
13165,21159
26925,16991
5718,19622
594,19104
43546,17862
44680,19868
17503,23835
30704,22532
45488,25195
62917,19438
66608,23068
46240,18372
32194,16682
53679,18562
58715,24515
1495,24840
67749,21522
51498,24429
42315,24576
35477,23874
7496,21693
34300,22935
44982,21409
43456,24441
12618,16005
59710,22095
75563,25309
30780,16804
60613,18113
16260,20180
45751,17082
13003,20331
71522,21875
30404,17753
8952,20477
66952,20773
24327,22307
21720,18994
21524,24332
2187,22173
26683,19455
3570,18420
17585,21562
9202,17156
76145,21647
73894,20737
41037,16650
77133,24175
45617,16167
70763,15877
78960,22697
56620,22506
10916,19808
33527,25101
65597,21583
24926,20447
50730,21827
30301,17872
64279,21878
34388,20920
75411,22681
58263,19930
19031,22220
37742,15539
3298,22313
69456,17325
65730,17279
42408,15587
63743,17285
19964,22572
57186,22364
9755,21344
70537,15595
77734,24881
15068,23100
65001,18190
43516,16564
37626,24343
911,16957
40723,17322
53112,21160
513,20590
4740,24411
58851,21905
8467,20276
18223,16927
48577,16928
54576,23031
65352,19385
78000,19740
12787,24882
43622,22987
56501,24239
64191,21663
37461,19426
31464,17452
64432,23535
58004,21249
30832,17577
15016,21708
53585,24710
54308,24487
46995,17598
28752,24850
49722,20254
14069,21582
44798,17568
20560,21346
14551,16803
55506,25401
31146,23189
66449,22483
16964,20512
14478,18468
15974,18901
37898,21653
24278,19910
36361,16694
26251,19196
40138,23796
26174,20936
47054,24928
50467,21283
55660,19674
71354,21095
77397,25210
8541,21626
59967,25475
37590,17306
5981,20048
17564,18027
40476,16513
52196,19020
75966,20108
36962,22189
71044,20099
72897,22515
12984,24229
21139,15916
34943,23779
27579,20443
8014,19917
25891,20722
2016,21767
4198,22846
60152,20434
16644,24230
4979,17216
73783,17934
28311,24231
67097,21813
10370,23315
56287,23602
47015,23890
38319,23778
62543,25482
35873,23529
23800,16182
69306,25382
33131,21611
79300,20652
14286,24182
59183,18889
20664,20433
73597,18699
47799,25487
64106,24944
25994,25618
70082,20472
61586,21611
42275,20149
4903,25315
58299,15927
63218,25267
5904,17827
7457,23164
66734,16440
31819,16442
15643,21113
21606,18754
68309,25054
22560,17303
69888,22796
51369,23029
10105,25566
960,20947
66142,22879
54224,19812
33909,17851
19649,18982
22295,22144
74473,22863
32996,17525
1146,25395
11716,24007
59242,16936
68410,25238
27831,23305
63185,23258
43140,16417
6836,25632
1873,17769
21796,22437
76993,15900
32078,23729
78228,24608
57066,19758
22505,20866
39864,21742
61961,25210
50286,20308
15746,21127
39872,16846
41756,17432
5404,24833
15169,23089
63331,19057
67757,18388
87,17223
70626,21222
31342,18036
70448,23679
41950,24747
66660,16226
46163,19735
24309,23063
53124,23817
29405,25627
30435,17019
56633,21373
49867,16335
11329,16931
67381,19776
33341,23054
16315,23464
17020,24138
18076,18287
76021,17493
63459,25619
4657,20644
34004,16973
47720,20195
44606,16038
69103,24431
49480,21886
63032,21480
21329,21776
58809,21550
1393,20475
78978,19598
9031,17017
55235,22758
67815,23876
79914,22364
36619,19578
22729,24205
28652,19668
12134,17638
41970,24073
43294,17279
23788,19601
65156,21003
46281,24802
5528,19969
39663,24643
49044,22504
11590,18343
73354,17163
25154,24226
4625,18188
43541,22033
7920,21768
13792,18946
69026,18633
41831,16758
533,25043
67634,20678
49111,22741
34241,20797
29822,25354
33551,22892
44504,18364
38801,18660
45930,17315
33140,24923
55814,22434
41983,25714
62638,25136
11004,24262
34945,23976
77994,22954
20928,18051
14467,19161
61206,21937
6972,22194
67054,17977
60880,24959
25233,21051
14003,25650
55850,19694
44142,19744
31998,18188
25702,25610
45028,22843
43054,17334
55797,22880
68154,18388
48954,22155
78063,19770
77139,19686
30859,21658
25417,23158
2018,18541
50752,24452
21542,24609
8697,17597
64904,21018
42193,24453
6931,23214
10612,25758
33612,22554
17542,20292
36632,24288
58216,22189
14637,22708
16480,16954
10444,20635
36759,21780
76604,22118
69037,20403
54892,25588
38416,22328
37189,19053
73338,21660
52763,19278
39010,20485
8770,18639
9434,18114
37718,16731
32692,18846
22778,21883
66997,18819
57818,16082
65246,20850
33265,23698
75816,21113
30668,22522
68483,25140
68070,19633
66451,16151
52262,24960
37952,22608
60021,16861
10128,19658
45747,25195
944,23611
25284,20656
58569,19873
30082,19429
74973,23162
77259,20658
64731,25401
55592,19523
14655,23744
33784,17443
61139,19177
16214,24605
62481,16464
45467,17673
60615,21713
28348,25681
64106,19925
1065,24555
22123,22134
29353,24793
7328,22262
16536,17253
38701,17669
50510,17758
2766,17243
79100,17823
39008,23069
67226,23838
1342,18670
72326,16711
62259,19370
44547,16262
35948,21345
51662,23221
52141,26024
66672,18489
31545,24212
61317,21752
5476,18333
38466,21924
56281,19518
26129,17838
68998,20501
13078,19951
42132,19474
39427,16179
57549,25937
20606,19703
9240,21030
29760,22014
7399,18438
55521,23585
77974,23206
17244,20046
34136,25280
40949,20741
51940,21807
46612,22294
24037,24876
11858,20773
9646,22938
26359,18172
58180,20961
39309,24561
23834,25320
28581,17264
69918,23329
71076,19809
17341,19293
17763,21937
50011,25657
65779,22727
15963,20037
3970,16419
2118,22930
15212,19761
44461,22842
25570,22759
27087,23355
24076,24114
3175,18662
76854,25683
61353,21594
70527,22117
16335,19622
38437,17112
27736,23089
9244,21661
2310,19627
62309,21829
54816,16296
51568,22782
32963,23868
28,17483
63031,17564
54669,19405
50900,24954
44261,24742
29570,23063
60557,18092
70346,16881
68125,18918
58056,24667
41256,20757
50241,25524
34316,21430
21467,24350
19750,22198
4636,24372
31468,21536
39735,16499
66701,23220
47325,21051
39432,18268
57470,19159
15640,20848
12244,19201
77027,26066
16048,16324
28053,18992
48194,18060
18133,22782
20380,25576
62027,25729
6905,20413
49721,23286
34045,25277
25150,19154
77605,21815
24809,22125
21623,21031
8080,22470
20714,21170
44300,19472
47128,17008
69476,20471
75704,21038
65520,25151
35596,22813
63535,25545
58506,16807
11994,23075
33648,22527
54117,21619
47234,25102
5331,21795
71043,22572
17238,24409
62239,17969
75131,19003
47006,23506
51670,19780
38028,25534
70739,19185
64921,25607
8064,19690
57735,26215
53048,24628
39518,22590
30527,18124
5544,16847
78417,23715
56885,24335
11119,21754
64690,23274
40236,21423
29196,25952
64110,18028
53185,16624
45983,18815
9251,23621
66326,17123
73859,25589
44758,19845
24886,18794
78109,20738
22475,21688
71618,25057
18370,25193
13924,23343
52185,17746
76301,18732
71471,23153
68736,16963
53803,21599
62314,22447
15434,16686
48489,21492
2943,17102
46658,19301
49094,23285
33270,17623
65619,16693
33494,17650
20537,23045
9997,23625
28606,19082
54992,19012
31306,21669
40184,19371
32451,21488
4397,18949
78040,20153
35541,17079
9654,18793
42734,18940
62971,17809
14395,24117
75350,17629
57328,22981
32681,17437
63041,18998
7217,25335
8906,24213
76018,25928
58897,20554
70956,16625
20537,22577
74543,22006
13471,17331
40556,25480
1570,25241
29520,18539
78888,25749
73419,22821
53591,21516
41052,22957
14746,25481
48372,20449
18463,24543
65004,18419
50596,21851
37658,17053
10405,18476
51639,22483
61133,19399
47513,20964
45132,20194
56520,23418
19896,18497
54374,16727
13133,24404
10354,17395
4085,25609
12425,22166
60542,23224
1210,26057
25291,22329
79490,19337
71426,17948
60754,19538
75718,24694
42558,16712
65164,21601
51410,20317
17861,23057
46872,22990
54915,16795
52849,18404
43602,16953
33354,21201
60245,20328
67108,22307
7948,21756
55799,18656
24072,24640
53385,21002
29431,19468
65563,18334
54191,17916
43200,21459
34623,24898
41316,25803
63949,18688
58662,20343
59312,17801
2520,25385
14203,26220
15012,19943
24506,24532
49776,17624
19766,22944
24861,22686
1387,24148
42874,24350
26961,26455
70725,17003
57746,20789
15177,23048
55955,18855
10346,17539
33253,17695
65811,18977
13520,19632
59918,19235
55717,21066
69803,17708
27695,23673
57093,20318
7157,25818
64393,21368
47092,25203
37400,24145
1630,20594
40345,23656
72351,24245
78842,18149
4620,22441
76849,23864
77266,21494
30918,20373
68352,24895
41406,24189
50013,22811
57050,18785
45893,18283
26226,22657
74945,19180
7102,22457
4275,25441
42164,17767
6547,19723
40603,26512
9054,20117
13614,22729
10444,19118
59912,20902
35705,20152
34350,22509
28397,24584
15536,19333
4220,17231
27373,19486
1675,23174
57721,17521
631,26486
54777,20762
3821,19013
20395,22268
48063,24317
18858,20197
11665,22329
70541,22544
31920,24068
23834,18469
78934,21009
20886,25677
67605,20799
79478,23505
11592,17803
2830,19557
13628,24586
1225,20839
16233,25729
29041,18011
47105,23227
17668,24504
45470,18576
38804,26693
31657,20323
35283,26465
59520,25682
72945,17207
36351,19250
19212,22154
11747,18028
50549,25386
70341,22564
33564,26688
76348,17297
65233,20174
66801,26526
9475,22914
54012,22350
15758,23873
24403,21009
22378,26628
47334,22823
31267,25076
72191,19751
20013,20239
63143,24245
77391,17599
35559,20693
42459,23235
30736,25226
15907,17184
77331,21002
70765,23407
68933,23476
79096,20929
46096,23121
73052,22401
30005,21378
77516,21965
20738,24146
54652,22643
70644,20594
75354,26302
16181,18913
15804,21113
16142,26044
45655,18654
31284,23589
58066,17954
31016,25736
3723,17805
25788,17788
51138,18119
10576,22439
15678,17099
7622,17913
28038,19883
69671,17895
3937,21799
1092,26311
69298,22661
73701,18521
70597,26848
32563,19250
38304,25178
50813,20951
45966,21898
42739,17104
37019,25494
57525,23383
18368,20774
60828,17659
58134,17133
29940,26581
18590,26073
25497,17743
17780,25769
38371,17874
57245,20829
59070,26867
33887,23101
8940,21771
66413,24144
72213,20706
50013,23694
16758,24373
47157,21747
59678,26707
29776,21749
13589,26673
6587,22496
16836,23886
42045,24668
33498,22466
56184,22611
6039,19327
76046,26542
25373,23986
51422,19548
50169,21505
71117,20480
15418,19781
9124,18619
508,17066
44417,19461
68519,17790
19568,17909
9988,24678
43774,18756
34075,21826
3801,20983
29513,21295
46390,23035
11798,18216
56227,25092
26237,19819
20747,22026
50668,19917
52749,19603
53855,26852
66627,26016
26103,21524
44269,20163
32122,23757
61326,17055
20979,25838
24766,22492
15477,23006
24993,22880
2276,25092
32974,23912
53992,26410
59416,24273
3272,25580
14223,22880
71765,23137
47103,22770
56892,23827
30407,17207
21719,20917
61580,25044
61517,21224
47981,25249
1406,21116
26744,18826
68721,19722
50950,20315
23289,23880
49923,22657
11309,19289
34102,20103
42667,18047
45472,23832
50729,23283
11586,21167
1420,23896
45630,18483
18531,26667
24234,26263
30742,20719
18470,21121
20011,23184
15762,26490
5085,24746
33410,18108
61484,22352
37416,20862
71451,23855
42814,19160
10130,21046
55862,17746
67713,23528
29970,25248
75606,22317
64501,17613
16358,23388
7790,24996
3756,17235
1644,20227
46517,26962
23680,19480
42633,23276
71531,17950
17336,26255
56282,25853
65370,18410
39930,19440
17912,23620
75293,18008
57709,18629
68786,17265
51346,18398
76035,21078
39165,26664
21389,26053
76807,22094
10139,21927
45885,19831
15284,18861
27735,20346
43220,20132
8152,25859
11222,26772
64939,24624
63122,17425
17613,23631
27610,20905
77367,25305
47837,23753
64363,24015
27523,25150
4806,26117
60698,26519
62991,22326
51722,21591
73300,21590
53780,23610
33160,23902
57992,18079
48043,20834
51374,25398
50557,18209
57508,22096
78695,19336
22711,24085
22638,21007
26039,24289
31864,25227
55043,20051
78210,22357
1562,18420
44066,23027
61094,17411
45756,24385
67923,20488
21274,17668
41660,27203
36466,20575
64125,22154
58625,20134
42518,23762
69736,26472
15733,19069
78805,19450
77898,21615
53687,19823
71319,23853
65566,24385
32504,26530
62922,21089
7052,18017
18336,24725
31310,22093
68383,19258
498,23204
57025,25319
47474,19407
52895,26631
16660,23326
22668,22236
10905,18116
5212,24519
10176,24384
2718,18297
75783,18025
22427,23991
17052,25085
25967,17993
58700,17333
50623,19998
24380,20884
54521,23851
63795,19229
73017,19058
40704,26055
26839,19948
18985,21629
6789,22651
42904,27073
22475,20899
4890,22830
66931,24176
66701,24705
41229,24002
65247,22514
55879,20635
54964,22045
47140,24641
41783,26334
9898,18082
14024,25946
42401,27163
29633,21666
31536,23037
49238,18164
55257,18745
72325,19727
10032,22292
35562,19430
29910,19750
22346,24982
49744,19352
70156,22639
24563,23246
39979,21092
53618,21373
13895,25871
13284,21748
979,23054
50708,21969
77930,21671
19476,18552
41742,25164
6716,19041
71845,25218
65178,20341
43340,18690
4773,26274
70530,23995
31824,17684
24026,27017
15610,22590
22135,17498
68823,17683
79353,18269
64791,24651
47443,19065
45582,26984
3174,19583
66858,21132
79419,19375
59389,27203
61273,19473
58632,24645
47182,19434
40262,23199
37799,25005
54361,17931
20001,23928
26446,20682
8693,18877
72394,18213
75367,18202
59950,26657
59909,26223
79043,22391
54169,25966
63407,17529
16830,21277
42506,22571
62022,24172
74047,27250
45390,17765
37343,24272
72809,17537
33395,24990
6963,17881
30783,19210
58740,24578
29600,20062
32122,19287
20144,22897
74731,26206
1139,21347
19996,26477
66567,18215
35056,23469
36863,24048
29426,25065
8307,19958
73431,23645
27610,22857
56816,27085
16764,20758
53579,18419
16076,25859
68187,25693
27727,26929
72337,22283
25046,19510
8773,22039
31097,18997
4299,19304
68792,18695
38816,22156
11343,25724
25202,26211
61381,22566
49144,27458
2779,19668
4248,21502
58254,25615
37257,25072
70714,20213
68580,25820
38701,24052
46649,27282
31215,21789
66008,20601
50543,21201
73929,20597
9884,23096
9314,22903
69712,20173
70107,26338
38097,23806
24664,24867
72563,24511
59093,23214
71710,19628
50096,22852
56750,24081
43746,21094
30473,24622
56158,25239
77314,25713
21880,22811
49871,20269
48757,27098
5429,19084
10840,22390
30098,21050
8145,27150
22010,19913
49210,20059
67326,21765
52523,26408
2449,26133
45997,25988
77447,25795
37725,26119
29014,25373
55675,21320
41343,21449
36830,24320
54414,20078
50514,17676
23190,21605
37713,27011
70253,19659
52440,23648
25475,18626
11374,26151
36147,23506
75661,25663
2674,23805
42546,17988
7934,27237
64003,26479
31191,27482
39480,25069
45599,27618
32761,20921
43585,20962
15804,19916
56028,19718
4652,25105
64601,25054
22245,18227
5936,19823
36942,23222
18698,26712
34311,27557
33821,26899
52760,20516
77673,20585
29125,25682
47232,26896
69625,24539
58346,21391
37924,18899
21480,26880
49496,22359
38479,27387
12823,19075
1094,26700
63027,19867
44249,19381
10816,26251
61781,25011
47561,19174
32755,19983
71643,24937
26005,18753
66349,23247
63793,23509
73270,27121
7602,20652
39559,20857
58321,27637
73559,22758
24394,26363
57895,22987
76131,18950
31452,21895
54684,25786
71063,21812
30144,26208
73327,21310
5796,24978
79954,19869
33719,22480
53476,20482
2628,20846
179,18482
44525,21818
50684,19816
47757,20618
63260,23465
41603,24677
73347,24237
6714,21246
40602,26917
35074,27783
28872,18607
18469,18764
43905,23532
71480,17969
33133,21648
65639,26620
33861,24188
16878,22991
4,21566
43953,19409
55208,24170
6672,22039
55901,23766
8220,24554
52137,20466
44571,27296
72538,21744
48668,18899
18397,18331
15034,20780
65117,18297
67760,19011
47867,24792
43164,26648
25968,18164
51472,26787
9588,23504
51515,24579
17033,26565
54486,18950
47400,24536
38386,27347
12902,19883
28483,20237
71760,23835
79352,23702
67072,25381
57057,26543
48622,25201
41530,19099
2125,18100
27989,27864
11801,19630
51386,20359
8427,24552
30572,18581
18338,26136
29085,24776
58891,25953
33031,26589
47129,27677
11702,26369
64640,27721
60750,24582
11841,25129
79300,17993
73929,19829
23387,27094
64867,24682
16623,18507
64381,18148
44061,27673
54680,24299
3665,26477
20000,20001
49663,26574
39006,18622
79860,23822
68515,25207
68163,25903
649,25001
49179,21738
12198,25849
29725,23063
23566,20526
1272,22475
10674,23716
59493,18732
9503,25672
58340,18090
48082,27390
26307,25411
70201,22885
46247,27184
40912,18422
74994,20078
24202,23590
48686,20313
42907,25582
61325,20325
73578,27209
46826,25771
21382,26394
37935,19905
60030,24287
38310,18428
14173,18514
11407,21291
77618,24279
27535,22100
56229,19215
48397,27651
44205,25854
35712,27077
16808,19077
51897,24741
39497,27910
71344,21149
75822,25479
27511,21947
20870,21250
31253,24877
19245,19357
35348,26118
10003,20390
25704,26103
7143,24517
66182,25948
76021,24725
75902,22055
16546,24584
30606,23895
54956,26137
23590,22929
50578,25750
60899,18723
8172,23303
44794,22557
1576,21953
68743,25872
8864,26590
76881,23098
12280,21806
68,20731
9695,18459
53093,22823
27974,27406
54280,24656
32645,25901
77745,24814
54442,18524
60091,19072
54472,27959
74544,26149
74996,23452
16743,20257
34378,20508
29996,19874
56914,28108
47292,27134
70195,23831
6496,24590
1427,19277
74505,18211
68493,19412
43315,23266
28479,18818
9796,20948
5708,27703
46440,22645
41322,25043
20901,26163
47105,23959
54065,18710
29796,25100
56608,24271
72345,23379
6901,20704
23068,27119
64535,21114
45765,27343
47894,23818
34837,18354
22571,23469
32750,21778
69308,23621
61854,25543
13986,24103
45601,21663
35545,21815
21028,19394
79794,23649
18004,28212
12095,20475
4424,23660
65717,25767
17999,25533
57536,24267
31560,18502
75834,25024
34608,25055
10061,21686
28037,19328
15922,20801
2013,22185
57847,22565
40018,23204
23254,27337
29090,25041
22804,22098
24653,26578
9516,20512
14998,27688
58935,23056
50773,25751
483,27588
64818,24812
22908,23071
44120,19812
20147,24578
52616,22987
60297,20953
73002,19971
5508,22938
34070,23168
30418,25370
26439,26802
49498,20444
53219,27733
37750,23393
37353,23554
11739,24517
4343,26809
11868,20965
62442,23400
21216,20720
41643,25253
71016,24676
59314,26133
40823,22019
2549,18496
45774,20779
15929,24240
76697,24243
79179,25541
48312,21693
28511,19881
31998,18388
1640,22796
45267,21372
19718,24644
63274,27465
69185,20361
73322,26297
52787,18440
46266,25217
53038,19706
39908,26917
7479,23681
59542,25458
45018,28327
28845,25253
43066,27992
12068,26798
63408,27875
42488,23052
60488,19179
17925,24808
62660,19401
4441,23329
44236,18465
67733,25886
46992,25745
66088,20696
19420,28122
50122,19279
38294,20377
79128,25989
49111,19296
57903,24808
1111,25348
59065,21929
75694,20255
21417,27334
6367,26210
71940,20317
17175,20517
4598,27521
1496,25190
14742,22155
37988,24581
41698,25118
42993,19005
29021,24173
72987,19864
19914,24822
20310,25160
21713,26975
60834,27539
57638,22469
23706,21857
51472,23911
46720,26259
41088,25502
16356,26150
12586,25924
50185,26321
55406,28067
70034,23450
63275,23507
9939,20760
58852,26679
48980,23313
71417,22534
8978,25535
11971,21035
43571,20716
24227,27561
65599,20065
61101,23764
30026,27575
26829,22506
75280,20390
76424,28085
66347,24533
67182,28116
74357,20766
52996,21192
35181,26578
23116,19801
47776,25155
59616,19926
61384,25194
4975,22894
51480,26910
48929,22820
2168,26645
58013,21054
29479,18707
7412,27908
27782,22373
61748,20927
8119,26047
31982,27146
11539,21267
46112,19384
42039,19632
26167,23433
78871,24745
4398,27497
65961,18645
34601,23764
55745,21437
45664,26818
74720,19635
11023,23751
39266,26355
19664,21827
7229,26374
14638,20713
8701,23036
70248,19284
7097,22040
12953,19628
3298,19926
17981,26697
14841,20194
16113,24316
74874,19142
63589,20289
31994,19958
12189,22895
60111,22592
416,23731
42590,27767
49518,25231
1223,24486
34229,18765
6851,26382
31222,20596
71633,23975
5254,22739
7734,25721
61650,23124
68537,27268
77686,26708
56008,28225
20749,21322
76870,26226
21432,22283
8076,23367
50259,20595
22174,22897
69845,26736
72361,27903
57298,20504
60344,21109
16053,19420
6066,22485
4659,21562
71675,27372
70287,23751
19876,22117
51656,27623
77723,18789
27483,21188
29649,24157
48920,20930
43605,27609
8448,28194
61918,22833
14144,22886
52807,22235
74726,26203
74598,27308
72503,27151
51371,20559
30616,23180
65047,19766
69912,28076
65384,26752
1998,24418
71183,26307
66669,27282
15696,28783
11448,25487
39979,19057
50435,21162
49449,22523
60773,19159
16175,20343
16717,21161
60363,20523
69812,20069
71520,26391
38741,20566
79123,22513
65483,21801
20418,22749
38628,27724
5258,27596
64467,23177
4512,28204
19644,27418
54702,20618
4823,23101
71716,25804
71642,22411
28719,27511
30453,26798
30732,28066
76479,25489
29124,28789
42293,25593
58917,23989
57768,28795
27110,28651
74365,20619
33143,27524
21289,28743
53359,20990
26563,19075
76865,21109
22220,19069
19578,20347
42077,25054
61720,20838
9749,20410
10154,28051
60581,21143
618,25688
65519,23201
35880,25517
76353,25091
43092,21816
1548,23678
7000,25732
51742,28805
12800,27271
1762,24429
50856,23137
68665,22867
71056,21090
33407,23097
52232,19629
42292,22600
41027,19408
68269,19444
71872,24381
24368,24442
43756,19343
60915,22879
55401,21024
49966,27954
18289,23100
53066,22524
2111,24160
59126,21444
43045,20436
43267,19710
72928,20074
26270,23612
30134,24045
37846,26717
42584,26177
74771,23334
75922,27867
20207,23030
38534,23257
64112,22604
46784,28569
74114,27517
2653,26591
71155,27125
76116,21717
3465,27321
14832,27182
72471,28581
17452,24217
72180,19014
24208,24120
42591,21009
41034,22985
11933,26236
51720,26399
9797,23523
67584,26191
11284,27995
58273,22394
9065,24053
20472,28774
46664,23534
38349,28730
50017,20239
13948,27670
4900,25978
29878,24642
79939,22955
75868,26421
39072,25306
7255,26613
38543,22389
27011,23861
33452,24242
41678,20552
57100,22964
27278,22594
2377,28762
42882,28922
17300,24187
54477,28794
57753,24062
29305,26210
56237,19144
42327,27661
13551,19971
27957,20023
46065,24855
33153,28962
50583,19768
23025,26260
22384,25089
46038,20653
14686,25989
74543,26319
6374,25667
53095,19303
48960,28299
905,19604
23871,23054
16349,20930
22674,27188
11723,26414
72622,25757
79170,22395
64666,24283
53231,26036
36445,22301
14868,20353
26598,22269
14324,23799
68450,26455
77218,27284
36453,27316
50704,26561
20710,22256
8085,28240
42468,23885
73221,28060
50745,28151
63736,20950
21396,25264
7721,24182
41442,22542
31086,28542
71686,27788
14559,19138
13008,25126
53975,23361
34341,26013
19296,29098
40519,25207
6267,24117
19414,22778
47703,28230
14980,23776
39256,27973
27119,25177
3976,26986
29395,19233
44599,28371
45416,21709
70820,26612
65562,22911
53400,26278
32401,20418
60199,26056
31867,25406
69586,21547
27036,21358
15081,24445
10658,23377
65267,23856
76270,25857
6779,23154
69223,23281
40347,20882
76271,23165
76610,25630
33715,25112
25356,20048
29717,21947
6581,21185
22753,21382
42677,25594
19976,20283
46570,26022
31365,24427
25459,22672
6513,20224
65027,20882
22075,28246
8991,29135
79464,28340
35216,21991
50429,26237
51423,25931
2599,25223
67232,22467
45657,28295
48612,27398
6719,24076
14464,22483
38098,22059
7794,20739
45329,22782
29891,22483
6604,22411
48514,23090
17997,25258
1498,24669
28538,20282
60226,27992
58741,26637
46781,22448
62734,24367
74258,24050
47601,29247
69451,25925
79445,27498
32586,20239
79859,27566
10879,26500
71318,20124
34515,26652
19332,25586
43662,23457
67454,19678
46181,21548
13593,26658
26127,28708
23458,26028
74777,21464
35253,28272
30061,28817
44418,29283
19340,21781
3999,28380
60217,28773
79842,25597
12055,24357
36090,24163
72059,26598
11697,23068
27952,21516
23541,26111
28758,24498
40811,26272
23888,22414
64176,21124
21615,20824
63211,23366
34355,19401
52011,28028
59077,20534
33439,23100
6578,24306
50930,24680
37732,23463
57657,22891
77773,28372
25446,29204
59282,19601
3029,20518
35941,28157
33819,25447
69252,26827
24611,26964
12501,24497
2723,26269
79777,19579
57146,25872
8522,21093
32342,26837
62232,19596
27323,19606
60304,19944
63706,21098
59555,22881
50305,23007
42944,22865
12728,24346
5415,23352
24174,29245
15838,29352
26702,24507
51426,29312
21499,20629
14318,26157
43796,23393
53734,24137
9715,21497
73789,19572
65391,20702
22555,28974
76073,28326
67393,26743
64380,26397
63766,22234
6054,28182
8619,19603
10143,22398
74113,24638
60086,27625
36531,26168
30574,21169
4225,27815
69551,26689
53403,22835
40867,27617
68438,20264
78333,22619
48517,28886
12387,24180
16106,22429
58612,25149
66744,25598
18527,22299
23683,26340
13734,28663
38970,22601
73195,27377
16023,20705
11985,22707
5428,28607
15269,20207
45406,27912
33956,22230
25976,27131
63734,20678
4741,20943
50939,23612
77994,23595
38360,22455
41493,21760
34564,20282
14873,24141
32629,26443
18357,27486
47456,27491
4985,20927
18290,28261
14949,20618
25420,20314
819,29297
71768,19898
57834,25962
58450,25390
62348,22692
79352,29140
35579,24538
22156,22127
25180,26995
47243,25721
3363,25317
18370,22435
42624,22760
39381,23707
79863,25146
47867,26718
56309,24861
18230,22915
14064,20803
40210,25270
72813,25835
22273,23029
7062,26019
11922,20432
75457,19924
5937,20300
4837,24713
78852,21286
15507,25353
66085,22125
37478,28391
15792,25080
25171,22449
65510,21134
54963,27249
36295,21921
68937,20700
10346,22217
77984,24480
23653,28123
8499,24713
29000,20212
31937,27324
52935,27887
10428,20681
48799,22877
58075,25013
17404,22290
7349,26191
27747,22568
65771,27957
33279,28762
27693,25975
42551,20706
20942,29571
59035,22628
47060,27735
39832,21013
49480,20641
35394,23453
19712,23499
12084,25744
69907,25244
15276,26306
3045,27232
21971,22847
54830,24934
7948,28288
29075,21768
48735,19761
10801,23102
44007,23174
21141,26665
43932,20766
56415,27750
71631,24032
45323,23978
33214,29449
32859,26656
43448,26852
67317,22345
20313,24938
26456,25934
746,28638
30082,22310
50049,22168
52799,27930
48498,20349
65412,23485
64380,25222
53462,24102
56110,27282
77173,21267
55708,25997
7309,20239
5843,28794
53645,25492
46248,25467
27118,27371
3081,23901
15473,21864
52468,20757
68588,27356
9673,25161
74322,21808
23968,25390
34917,29478
48774,22414
20232,21470
11059,26410
3083,25889
21204,24078
30882,27962
14105,22086
38918,29330
24013,20531
46810,20871
14271,27523
27277,27496
24257,24613
72028,23004
25260,28210
62228,22154
40278,24528
40403,24460
67492,28995
31254,19920
74669,26555
46782,21064
78765,27542
4444,20698
2353,23166
53971,24890
72138,28293
8354,28565
76774,23278
3795,20262
12990,24619
43874,22273
27653,21955
15278,21252
59047,28382
64686,22612
59831,25794
10342,27043
2600,22159
40244,22893
9170,28128
20562,26244
11821,20598
13687,22942
395,29449
2789,29008
1234,21653
27635,20527
